FECHA HECHO;COD_DEPTO;DEPARTAMENTO;COD_MUNI;MUNICIPIO;CANTIDAD;AÑO;AÑO_MES;DIA;AÑO_SEMANA
2022-09-17;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-09;17;2022-W37
2022-09-19;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-09;19;2022-W38
2022-10-01;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;1;2022-W39
2022-10-02;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;2;2022-W40
2022-10-02;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;2;2022-W40
2022-10-02;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;2;2022-W40
2022-10-11;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;11;2022-W41
2022-10-13;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;13;2022-W41
2022-10-23;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;23;2022-W43
2022-10-24;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;24;2022-W43
2022-10-24;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;24;2022-W43
2022-10-26;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;26;2022-W43
2022-10-29;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;29;2022-W43
2022-10-29;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;29;2022-W43
2022-10-29;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-10;29;2022-W43
2022-11-07;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;7;2022-W45
2022-11-08;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;8;2022-W45
2022-11-08;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;8;2022-W45
2022-11-09;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;9;2022-W45
2022-11-10;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;10;2022-W45
2022-11-16;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;16;2022-W46
2022-11-16;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;16;2022-W46
2022-11-19;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;19;2022-W46
2022-11-19;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;19;2022-W46
2022-11-28;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;28;2022-W48
2022-11-29;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-11;29;2022-W48
2022-12-04;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;4;2022-W49
2022-12-09;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;9;2022-W49
2022-12-13;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;13;2022-W50
2022-12-14;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;14;2022-W50
2022-12-15;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;15;2022-W50
2022-12-15;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;15;2022-W50
2022-12-16;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;16;2022-W50
2022-12-16;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;16;2022-W50
2022-12-20;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;20;2022-W51
2022-12-21;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;21;2022-W51
2022-12-21;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;21;2022-W51
2022-12-21;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;21;2022-W51
2022-12-21;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;21;2022-W51
2022-12-22;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;22;2022-W51
2022-12-24;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;24;2022-W51
2022-12-24;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;24;2022-W51
2022-12-26;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;26;2022-W52
2022-12-26;13;BOLIVAR;13001;CARTAGENA;1;2022;2022-12;26;2022-W52
2023-01-01;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-01;1;2023-W01
2023-01-01;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-01;1;2023-W01
2023-01-18;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-01;18;2023-W03
2023-01-18;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-01;18;2023-W03
2023-01-20;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-01;20;2023-W03
2023-01-22;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-01;22;2023-W04
2023-01-30;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-01;30;2023-W05
2023-02-03;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;3;2023-W05
2023-02-04;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;4;2023-W05
2023-02-05;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;5;2023-W06
2023-02-07;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;7;2023-W06
2023-02-12;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;12;2023-W07
2023-02-18;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;18;2023-W07
2023-02-18;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;18;2023-W07
2023-02-27;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;27;2023-W09
2023-02-28;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-02;28;2023-W09
2023-03-04;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;4;2023-W09
2023-03-04;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;4;2023-W09
2023-03-06;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;6;2023-W10
2023-03-07;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;7;2023-W10
2023-03-18;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;18;2023-W11
2023-03-19;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;19;2023-W12
2023-03-19;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;19;2023-W12
2023-03-20;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;20;2023-W12
2023-03-20;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;20;2023-W12
2023-03-30;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-03;30;2023-W13
2023-04-04;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;4;2023-W14
2023-04-05;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;5;2023-W14
2023-04-05;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;5;2023-W14
2023-04-06;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;6;2023-W14
2023-04-06;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;6;2023-W14
2023-04-06;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;6;2023-W14
2023-04-09;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;9;2023-W15
2023-04-09;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;9;2023-W15
2023-04-14;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;14;2023-W15
2023-04-24;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;24;2023-W17
2023-04-26;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;26;2023-W17
2023-04-26;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;26;2023-W17
2023-04-27;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-04;27;2023-W17
2023-05-01;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;1;2023-W18
2023-05-01;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;1;2023-W18
2023-05-07;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;7;2023-W19
2023-05-07;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;7;2023-W19
2023-05-17;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;17;2023-W20
2023-05-17;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;17;2023-W20
2023-05-18;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;18;2023-W20
2023-05-26;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;26;2023-W21
2023-05-31;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;31;2023-W22
2023-05-31;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-05;31;2023-W22
2023-06-02;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-06;2;2023-W22
2023-06-04;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-06;4;2023-W23
2023-06-07;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-06;7;2023-W23
2023-06-17;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-06;17;2023-W24
2023-06-21;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-06;21;2023-W25
2023-06-24;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-06;24;2023-W25
2023-06-26;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-06;26;2023-W26
2023-07-02;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;2;2023-W27
2023-07-03;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;3;2023-W27
2023-07-03;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;3;2023-W27
2023-07-04;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;4;2023-W27
2023-07-04;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;4;2023-W27
2023-07-09;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;9;2023-W28
2023-07-10;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;10;2023-W28
2023-07-19;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;19;2023-W29
2023-07-23;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;23;2023-W30
2023-07-25;13;BOLIVAR;13001;CARTAGENA;2;2023;2023-07;25;2023-W30
2023-07-25;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;25;2023-W30
2023-07-30;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-07;30;2023-W31
2023-08-01;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-08;1;2023-W31
2023-08-01;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-08;1;2023-W31
2023-08-09;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-08;9;2023-W32
2023-08-22;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-08;22;2023-W34
2023-08-23;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-08;23;2023-W34
2023-09-03;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;3;2023-W36
2023-09-05;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;5;2023-W36
2023-09-10;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;10;2023-W37
2023-09-10;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;10;2023-W37
2023-09-10;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;10;2023-W37
2023-09-16;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;16;2023-W37
2023-09-17;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;17;2023-W38
2023-09-24;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;24;2023-W39
2023-09-24;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;24;2023-W39
2023-09-28;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;28;2023-W39
2023-09-28;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;28;2023-W39
2023-09-28;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;28;2023-W39
2023-09-28;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;28;2023-W39
2023-09-28;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;28;2023-W39
2023-09-28;13;BOLIVAR;13001;CARTAGENA;1;2023;2023-09;28;2023-W39
2021-10-01;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;1;2021-W39
2021-10-01;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-10;1;2021-W39
2021-10-02;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-10;2;2021-W39
2021-10-03;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;3;2021-W40
2021-10-03;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-10;3;2021-W40
2021-10-04;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-10;4;2021-W40
2021-10-06;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-10;6;2021-W40
2021-10-08;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;8;2021-W40
2021-10-08;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-10;8;2021-W40
2021-10-13;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;13;2021-W41
2021-10-13;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;13;2021-W41
2021-10-15;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-10;15;2021-W41
2021-10-16;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-10;16;2021-W41
2021-10-17;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;17;2021-W42
2021-10-17;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-10;17;2021-W42
2021-10-18;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;18;2021-W42
2021-10-19;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-10;19;2021-W42
2021-10-20;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;20;2021-W42
2021-10-23;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;23;2021-W42
2021-10-25;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;25;2021-W43
2021-10-26;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;26;2021-W43
2021-10-28;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;28;2021-W43
2021-10-30;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-10;30;2021-W43
2021-10-31;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-10;31;2021-W44
2021-11-02;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-11;2;2021-W44
2021-11-03;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-11;3;2021-W44
2021-11-04;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;4;2021-W44
2021-11-06;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-11;6;2021-W44
2021-11-07;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-11;7;2021-W45
2021-11-08;11;BOGOTA D.C.;11001;BOGOTA;4;2021;2021-11;8;2021-W45
2021-11-09;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-11;9;2021-W45
2021-11-10;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;10;2021-W45
2021-11-12;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-11;12;2021-W45
2021-11-13;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;13;2021-W45
2021-11-13;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;13;2021-W45
2021-11-15;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-11;15;2021-W46
2021-11-16;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-11;16;2021-W46
2021-11-17;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;17;2021-W46
2021-11-18;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;18;2021-W46
2021-11-19;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;19;2021-W46
2021-11-20;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;20;2021-W46
2021-11-21;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-11;21;2021-W47
2021-11-22;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;22;2021-W47
2021-11-23;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;23;2021-W47
2021-11-24;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;24;2021-W47
2021-11-25;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-11;25;2021-W47
2021-11-26;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;26;2021-W47
2021-11-29;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-11;29;2021-W48
2021-12-01;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-12;1;2021-W48
2021-12-02;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;2;2021-W48
2021-12-03;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;3;2021-W48
2021-12-04;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;4;2021-W48
2021-12-05;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;5;2021-W49
2021-12-06;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;6;2021-W49
2021-12-07;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;7;2021-W49
2021-12-07;11;BOGOTA D.C.;11001;BOGOTA;4;2021;2021-12;7;2021-W49
2021-12-08;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;8;2021-W49
2021-12-09;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;9;2021-W49
2021-12-11;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;11;2021-W49
2021-12-12;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;12;2021-W50
2021-12-13;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;13;2021-W50
2021-12-14;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;14;2021-W50
2021-12-15;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;15;2021-W50
2021-12-16;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;16;2021-W50
2021-12-17;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;17;2021-W50
2021-12-18;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;18;2021-W50
2021-12-19;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;19;2021-W51
2021-12-21;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;21;2021-W51
2021-12-23;11;BOGOTA D.C.;11001;BOGOTA;4;2021;2021-12;23;2021-W51
2021-12-24;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;24;2021-W51
2021-12-25;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;25;2021-W51
2021-12-25;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;25;2021-W51
2021-12-26;11;BOGOTA D.C.;11001;BOGOTA;3;2021;2021-12;26;2021-W52
2021-12-27;11;BOGOTA D.C.;11001;BOGOTA;2;2021;2021-12;27;2021-W52
2021-12-29;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;29;2021-W52
2021-12-30;11;BOGOTA D.C.;11001;BOGOTA;1;2021;2021-12;30;2021-W52
2022-01-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;1;2022-W00
2022-01-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;2;2022-W01
2022-01-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;3;2022-W01
2022-01-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;4;2022-W01
2022-01-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;4;2022-W01
2022-01-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;7;2022-W01
2022-01-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;8;2022-W01
2022-01-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;9;2022-W02
2022-01-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;9;2022-W02
2022-01-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;12;2022-W02
2022-01-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;12;2022-W02
2022-01-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;12;2022-W02
2022-01-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;13;2022-W02
2022-01-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;14;2022-W02
2022-01-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;14;2022-W02
2022-01-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;14;2022-W02
2022-01-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;15;2022-W02
2022-01-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;15;2022-W02
2022-01-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;15;2022-W02
2022-01-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;15;2022-W02
2022-01-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;18;2022-W03
2022-01-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;18;2022-W03
2022-01-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;20;2022-W03
2022-01-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;21;2022-W03
2022-01-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;22;2022-W03
2022-01-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;22;2022-W03
2022-01-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;22;2022-W03
2022-01-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;22;2022-W03
2022-01-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;23;2022-W04
2022-01-24;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;24;2022-W04
2022-01-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;25;2022-W04
2022-01-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;26;2022-W04
2022-01-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;26;2022-W04
2022-01-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;26;2022-W04
2022-01-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;27;2022-W04
2022-01-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;27;2022-W04
2022-01-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;28;2022-W04
2022-01-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;28;2022-W04
2022-01-31;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;31;2022-W05
2022-01-31;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-01;31;2022-W05
2022-02-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;1;2022-W05
2022-02-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;1;2022-W05
2022-02-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;3;2022-W05
2022-02-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;3;2022-W05
2022-02-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;5;2022-W05
2022-02-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;5;2022-W05
2022-02-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;5;2022-W05
2022-02-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;6;2022-W06
2022-02-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;6;2022-W06
2022-02-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;7;2022-W06
2022-02-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;7;2022-W06
2022-02-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;7;2022-W06
2022-02-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;8;2022-W06
2022-02-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;9;2022-W06
2022-02-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;9;2022-W06
2022-02-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;10;2022-W06
2022-02-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;12;2022-W06
2022-02-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;12;2022-W06
2022-02-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;12;2022-W06
2022-02-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;12;2022-W06
2022-02-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;13;2022-W07
2022-02-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;14;2022-W07
2022-02-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;15;2022-W07
2022-02-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;16;2022-W07
2022-02-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;17;2022-W07
2022-02-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;17;2022-W07
2022-02-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;18;2022-W07
2022-02-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;18;2022-W07
2022-02-19;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;19;2022-W07
2022-02-19;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;19;2022-W07
2022-02-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;20;2022-W08
2022-02-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;20;2022-W08
2022-02-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;20;2022-W08
2022-02-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;23;2022-W08
2022-02-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;23;2022-W08
2022-02-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;23;2022-W08
2022-02-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;23;2022-W08
2022-02-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;23;2022-W08
2022-02-24;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;24;2022-W08
2022-02-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;25;2022-W08
2022-02-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;25;2022-W08
2022-02-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;26;2022-W08
2022-02-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-02;26;2022-W08
2022-03-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;1;2022-W09
2022-03-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;1;2022-W09
2022-03-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;1;2022-W09
2022-03-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;1;2022-W09
