FECHA HECHO;COD_DEPTO;DEPARTAMENTO;COD_MUNI;MUNICIPIO;CANTIDAD;AÑO;AÑO_MES;DIA;AÑO_SEMANA
2022-03-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;2;2022-W09
2022-03-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;2;2022-W09
2022-03-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;2;2022-W09
2022-03-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;4;2022-W09
2022-03-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;4;2022-W09
2022-03-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;4;2022-W09
2022-03-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;5;2022-W09
2022-03-05;11;BOGOTA D.C.;11001;BOGOTA;2;2022;2022-03;5;2022-W09
2022-03-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;5;2022-W09
2022-03-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;5;2022-W09
2022-03-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;6;2022-W10
2022-03-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;6;2022-W10
2022-03-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;7;2022-W10
2022-03-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;8;2022-W10
2022-03-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;8;2022-W10
2022-03-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;8;2022-W10
2022-03-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;8;2022-W10
2022-03-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;8;2022-W10
2022-03-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;9;2022-W10
2022-03-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;9;2022-W10
2022-03-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;10;2022-W10
2022-03-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;10;2022-W10
2022-03-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;11;2022-W10
2022-03-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;11;2022-W10
2022-03-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;11;2022-W10
2022-03-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;13;2022-W11
2022-03-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;14;2022-W11
2022-03-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;15;2022-W11
2022-03-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;15;2022-W11
2022-03-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;16;2022-W11
2022-03-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;17;2022-W11
2022-03-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;17;2022-W11
2022-03-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;17;2022-W11
2022-03-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;18;2022-W11
2022-03-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;18;2022-W11
2022-03-19;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;19;2022-W11
2022-03-19;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;19;2022-W11
2022-03-19;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;19;2022-W11
2022-03-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;20;2022-W12
2022-03-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;20;2022-W12
2022-03-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;21;2022-W12
2022-03-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;22;2022-W12
2022-03-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;25;2022-W12
2022-03-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;25;2022-W12
2022-03-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;26;2022-W12
2022-03-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;27;2022-W13
2022-03-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;27;2022-W13
2022-03-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;28;2022-W13
2022-03-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;28;2022-W13
2022-03-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;29;2022-W13
2022-03-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;29;2022-W13
2022-03-31;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;31;2022-W13
2022-03-31;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;31;2022-W13
2022-03-31;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-03;31;2022-W13
2022-04-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;1;2022-W13
2022-04-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;1;2022-W13
2022-04-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;2;2022-W13
2022-04-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;2;2022-W13
2022-04-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;2;2022-W13
2022-04-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;4;2022-W14
2022-04-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;4;2022-W14
2022-04-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;5;2022-W14
2022-04-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;7;2022-W14
2022-04-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;7;2022-W14
2022-04-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;7;2022-W14
2022-04-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;7;2022-W14
2022-04-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;7;2022-W14
2022-04-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;8;2022-W14
2022-04-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;8;2022-W14
2022-04-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;9;2022-W14
2022-04-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;9;2022-W14
2022-04-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;10;2022-W15
2022-04-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;10;2022-W15
2022-04-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;11;2022-W15
2022-04-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;11;2022-W15
2022-04-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;11;2022-W15
2022-04-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;11;2022-W15
2022-04-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;11;2022-W15
2022-04-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;12;2022-W15
2022-04-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;12;2022-W15
2022-04-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;13;2022-W15
2022-04-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;13;2022-W15
2022-04-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;14;2022-W15
2022-04-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;14;2022-W15
2022-04-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;14;2022-W15
2022-04-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;14;2022-W15
2022-04-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;16;2022-W15
2022-04-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;17;2022-W16
2022-04-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;18;2022-W16
2022-04-19;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;19;2022-W16
2022-04-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;20;2022-W16
2022-04-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;21;2022-W16
2022-04-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;22;2022-W16
2022-04-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;22;2022-W16
2022-04-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;23;2022-W16
2022-04-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;23;2022-W16
2022-04-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;25;2022-W17
2022-04-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;26;2022-W17
2022-04-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;27;2022-W17
2022-04-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;28;2022-W17
2022-04-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;28;2022-W17
2022-04-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;28;2022-W17
2022-04-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;29;2022-W17
2022-04-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;29;2022-W17
2022-04-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;29;2022-W17
2022-04-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;29;2022-W17
2022-04-30;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;30;2022-W17
2022-04-30;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-04;30;2022-W17
2022-05-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;3;2022-W18
2022-05-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;4;2022-W18
2022-05-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;4;2022-W18
2022-05-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;6;2022-W18
2022-05-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;6;2022-W18
2022-05-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;7;2022-W18
2022-05-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;7;2022-W18
2022-05-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;8;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;9;2022-W19
2022-05-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;10;2022-W19
2022-05-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;10;2022-W19
2022-05-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;11;2022-W19
2022-05-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;11;2022-W19
2022-05-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;11;2022-W19
2022-05-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;13;2022-W19
2022-05-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;13;2022-W19
2022-05-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;13;2022-W19
2022-05-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;14;2022-W19
2022-05-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;15;2022-W20
2022-05-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;15;2022-W20
2022-05-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;16;2022-W20
2022-05-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;16;2022-W20
2022-05-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;16;2022-W20
2022-05-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;16;2022-W20
2022-05-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;17;2022-W20
2022-05-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;17;2022-W20
2022-05-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;17;2022-W20
2022-05-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;18;2022-W20
2022-05-19;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;19;2022-W20
2022-05-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;21;2022-W20
2022-05-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;21;2022-W20
2022-05-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;21;2022-W20
2022-05-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;21;2022-W20
2022-05-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;21;2022-W20
2022-05-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;21;2022-W20
2022-05-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;22;2022-W21
2022-05-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;22;2022-W21
2022-05-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;22;2022-W21
2022-05-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;23;2022-W21
2022-05-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;25;2022-W21
2022-05-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;25;2022-W21
2022-05-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;28;2022-W21
2022-05-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;29;2022-W22
2022-05-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;29;2022-W22
2022-05-31;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;31;2022-W22
2022-05-31;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-05;31;2022-W22
2022-06-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;1;2022-W22
2022-06-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;1;2022-W22
2022-06-02;11;BOGOTA D.C.;11001;BOGOTA;2;2022;2022-06;2;2022-W22
2022-06-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;3;2022-W22
2022-06-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;3;2022-W22
2022-06-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;5;2022-W23
2022-06-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;5;2022-W23
2022-06-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;5;2022-W23
2022-06-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;6;2022-W23
2022-06-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;7;2022-W23
2022-06-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;7;2022-W23
2022-06-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;7;2022-W23
2022-06-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;7;2022-W23
2022-06-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;9;2022-W23
2022-06-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;10;2022-W23
2022-06-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;10;2022-W23
2022-06-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;11;2022-W23
2022-06-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;11;2022-W23
2022-06-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;11;2022-W23
2022-06-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;12;2022-W24
2022-06-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;15;2022-W24
2022-06-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;15;2022-W24
2022-06-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;15;2022-W24
2022-06-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;16;2022-W24
2022-06-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;16;2022-W24
2022-06-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;17;2022-W24
2022-06-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;18;2022-W24
2022-06-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;20;2022-W25
2022-06-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;21;2022-W25
2022-06-21;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;21;2022-W25
2022-06-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;22;2022-W25
2022-06-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;22;2022-W25
2022-06-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;22;2022-W25
2022-06-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;22;2022-W25
2022-06-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;23;2022-W25
2022-06-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;23;2022-W25
2022-06-24;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;24;2022-W25
2022-06-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;25;2022-W25
2022-06-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;25;2022-W25
2022-06-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;25;2022-W25
2022-06-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;25;2022-W25
2022-06-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;27;2022-W26
2022-06-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;28;2022-W26
2022-06-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;28;2022-W26
2022-06-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;29;2022-W26
2022-06-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;29;2022-W26
2022-06-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;29;2022-W26
2022-06-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-06;29;2022-W26
2022-07-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;1;2022-W26
2022-07-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;1;2022-W26
2022-07-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;2;2022-W26
2022-07-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;2;2022-W26
2022-07-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;3;2022-W27
2022-07-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;3;2022-W27
2022-07-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;4;2022-W27
2022-07-04;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;4;2022-W27
2022-07-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;5;2022-W27
2022-07-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;5;2022-W27
2022-07-05;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;5;2022-W27
2022-07-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;6;2022-W27
2022-07-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;8;2022-W27
2022-07-08;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;8;2022-W27
2022-07-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;9;2022-W27
2022-07-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;9;2022-W27
2022-07-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;10;2022-W28
2022-07-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;10;2022-W28
2022-07-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;11;2022-W28
2022-07-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;11;2022-W28
2022-07-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;12;2022-W28
2022-07-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;12;2022-W28
2022-07-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;12;2022-W28
2022-07-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;13;2022-W28
2022-07-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;13;2022-W28
2022-07-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;13;2022-W28
2022-07-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;13;2022-W28
2022-07-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;14;2022-W28
2022-07-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;15;2022-W28
2022-07-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;15;2022-W28
2022-07-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;16;2022-W28
2022-07-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;18;2022-W29
2022-07-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;18;2022-W29
2022-07-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;18;2022-W29
2022-07-18;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;18;2022-W29
2022-07-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;20;2022-W29
2022-07-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;20;2022-W29
2022-07-20;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;20;2022-W29
2022-07-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;22;2022-W29
2022-07-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;22;2022-W29
2022-07-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;22;2022-W29
2022-07-22;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;22;2022-W29
2022-07-23;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;23;2022-W29
2022-07-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;25;2022-W30
2022-07-25;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;25;2022-W30
2022-07-26;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;26;2022-W30
2022-07-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;27;2022-W30
2022-07-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;27;2022-W30
2022-07-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;27;2022-W30
2022-07-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;27;2022-W30
2022-07-27;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;27;2022-W30
2022-07-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;28;2022-W30
2022-07-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;28;2022-W30
2022-07-28;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;28;2022-W30
2022-07-29;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;29;2022-W30
2022-07-30;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;30;2022-W30
2022-07-30;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-07;30;2022-W30
2022-08-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;1;2022-W31
2022-08-01;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;1;2022-W31
2022-08-02;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;2;2022-W31
2022-08-03;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;3;2022-W31
2022-08-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;6;2022-W31
2022-08-06;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;6;2022-W31
2022-08-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;7;2022-W32
2022-08-07;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;7;2022-W32
2022-08-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;9;2022-W32
2022-08-09;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;9;2022-W32
2022-08-10;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;10;2022-W32
2022-08-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;11;2022-W32
2022-08-11;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;11;2022-W32
2022-08-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;12;2022-W32
2022-08-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;12;2022-W32
2022-08-12;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;12;2022-W32
2022-08-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;13;2022-W32
2022-08-13;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;13;2022-W32
2022-08-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;14;2022-W33
2022-08-14;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;14;2022-W33
2022-08-15;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;15;2022-W33
2022-08-16;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;16;2022-W33
2022-08-17;11;BOGOTA D.C.;11001;BOGOTA;1;2022;2022-08;17;2022-W33
